name	contigs_db_path
A252I14DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_I14_SAK_001_54_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/A252I14DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_I14_SAK_001_54_.db
A252J15DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_J15_SAK_001_58_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/A252J15DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_J15_SAK_001_58_.db
A252J21DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_J21_SAK_001_59_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/A252J21DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_J21_SAK_001_59_.db
A252J9DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_J09_SAK_001_57_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/A252J9DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_J09_SAK_001_57_.db
A252K18DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_K18_SAK_001_63_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/A252K18DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_K18_SAK_001_63_.db
A252K6DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_K06_SAK_001_60_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/A252K6DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_K06_SAK_001_60_.db
A252K7DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_K07_SAK_001_61_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/A252K7DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_K07_SAK_001_61_.db
A252L10DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_L10_SAK_001_67_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/A252L10DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_L10_SAK_001_67_.db
A252L2DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_L02_SAK_001_64_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/A252L2DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_L02_SAK_001_64_.db
A252N6DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_N06_SAK_001_75_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/A252N6DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_N06_SAK_001_75_.db
A252N7DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_N07_SAK_001_76_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/A252N7DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_N07_SAK_001_76_.db
A252O10DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_O10_SAK_001_84_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/A252O10DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_O10_SAK_001_84_.db
A252O11DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_O11_SAK_001_85_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/A252O11DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_O11_SAK_001_85_.db
A252O19DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_O19_SAK_001_88_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/A252O19DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_O19_SAK_001_88_.db
A252O3DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_O03_SAK_001_81_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/A252O3DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_O03_SAK_001_81_.db
A252O9DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_O09_SAK_001_83_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/A252O9DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_O09_SAK_001_83_.db
A252P13DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_P13_SAK_001_91_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/A252P13DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_P13_SAK_001_91_.db
A252P19DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_P19_SAK_001_93_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/A252P19DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_P19_SAK_001_93_.db
A255A6DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA255_A06_SAK_001_119_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/A255A6DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA255_A06_SAK_001_119_.db
A255E10DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA255_E10_SAK_001_126_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/A255E10DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA255_E10_SAK_001_126_.db
A255E5DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA255_E05_SAK_001_125_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/A255E5DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA255_E05_SAK_001_125_.db
A255F6DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA255_F06_SAK_001_127_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/A255F6DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA255_F06_SAK_001_127_.db
A255F9DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA255_F09_SAK_001_128_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/A255F9DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA255_F09_SAK_001_128_.db
A255K14DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA255_K14_SAK_001_134_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/A255K14DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA255_K14_SAK_001_134_.db
A255O15DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA255_O15_SAK_001_137_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/A255O15DRAFT_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA255_O15_SAK_001_137_.db
AJ937765_candidate_division_OP8_b3cf12f09_fosmid_OP8_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/AJ937765_candidate_division_OP8_b3cf12f09_fosmid_OP8_.db
Bin_02_148m	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/Bin_02_148m.db
Bin_04_141m	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/Bin_04_141m.db
Bin_04_72m	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/Bin_04_72m.db
Bin_06_141m	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/Bin_06_141m.db
Bin_06_72m	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/Bin_06_72m.db
Bin_12_148m	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/Bin_12_148m.db
Bin_14_148m	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/Bin_14_148m.db
bin3OP8_pje28_paired_contig_4111_Aminicenantes_bacterium_bin3_OP8_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/bin3OP8_pje28_paired_contig_4111_Aminicenantes_bacterium_bin3_OP8_.db
Ga0104484_11_Hydrogenivirga_caldilitoris_DSM_16510_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/Ga0104484_11_Hydrogenivirga_caldilitoris_DSM_16510_.db
Ga0154616_1001_Candidatus_Aminicenantes_bacterium_RBG_13_63_10_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/Ga0154616_1001_Candidatus_Aminicenantes_bacterium_RBG_13_63_10_.db
Ga0154629_1001_Candidatus_Aminicenantes_bacterium_RBG_13_59_9_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/Ga0154629_1001_Candidatus_Aminicenantes_bacterium_RBG_13_59_9_.db
Ga0154630_1001_Candidatus_Aminicenantes_bacterium_RBG_13_64_14_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/Ga0154630_1001_Candidatus_Aminicenantes_bacterium_RBG_13_64_14_.db
Ga0154646_101_Candidatus_Aminicenantes_bacterium_RBG_13_62_12_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/Ga0154646_101_Candidatus_Aminicenantes_bacterium_RBG_13_62_12_.db
Ga0154715_1001_Candidatus_Aminicenantes_bacterium_RBG_16_63_14_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/Ga0154715_1001_Candidatus_Aminicenantes_bacterium_RBG_16_63_14_.db
Ga0154742_1001_Candidatus_Aminicenantes_bacterium_RBG_16_63_16_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/Ga0154742_1001_Candidatus_Aminicenantes_bacterium_RBG_16_63_16_.db
Ga0154759_1001_Candidatus_Aminicenantes_bacterium_RBG_16_66_30_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/Ga0154759_1001_Candidatus_Aminicenantes_bacterium_RBG_16_66_30_.db
Ga0154855_1001_Candidatus_Aminicenantes_bacterium_RBG_19FT_COMBO_58_17_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/Ga0154855_1001_Candidatus_Aminicenantes_bacterium_RBG_19FT_COMBO_58_17_.db
Ga0154867_1001_Candidatus_Aminicenantes_bacterium_RBG_19FT_COMBO_65_30_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/Ga0154867_1001_Candidatus_Aminicenantes_bacterium_RBG_19FT_COMBO_65_30_.db
Ga0154897_1001_Candidatus_Aminicenantes_bacterium_RBG_19FT_COMBO_59_29_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/Ga0154897_1001_Candidatus_Aminicenantes_bacterium_RBG_19FT_COMBO_59_29_.db
Ga0180846_1001_Candidatus_Aminicenantes_bacterium_JdFR_77_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/Ga0180846_1001_Candidatus_Aminicenantes_bacterium_JdFR_77_.db
Ga0180847_101_Candidatus_Aminicenantes_bacterium_JdFR_79_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/Ga0180847_101_Candidatus_Aminicenantes_bacterium_JdFR_79_.db
Ga0180879_101_Candidatus_Aminicenantes_bacterium_JdFR_78_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/Ga0180879_101_Candidatus_Aminicenantes_bacterium_JdFR_78_.db
Ga0180917_1001_Candidatus_Aminicenantes_bacterium_JdFR_80_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/Ga0180917_1001_Candidatus_Aminicenantes_bacterium_JdFR_80_.db
J0000014B08DRAFT_contig_0_01_candidate_division_OP8_bacterium_JGI_0000014_B08_Etoliko_001_226_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/J0000014B08DRAFT_contig_0_01_candidate_division_OP8_bacterium_JGI_0000014_B08_Etoliko_001_226_.db
KS1_SPAdes	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/KS1_SPAdes.db
OP8COM1_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_A02_Combined_Assembly_OP8_1__OP8_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/OP8COM1_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_A02_Combined_Assembly_OP8_1__OP8_.db
OP8COM2_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_F08_Combined_Assembly_OP8_2__OP8_	/home/barbara-lloydlab/Desktop/KBaseKatie/unannotated_contigs_SAGS_MAGS/bac_gene_tree/aminicinantes_tree/all_fnas/amini_db/OP8COM2_contig_0_01_candidate_division_OP8_bacterium_SCGC_AAA252_F08_Combined_Assembly_OP8_2__OP8_.db
